algorithm,metric,p,width_frac,radius_mean,radius_std,silhouette_mean,silhouette_std,ari_mean,ari_std,time_mean,time_std
farthest,minkowski_p1,1,,4.609789718624685,0.19723456643652384,0.9140510473607575,1.1102230246251565e-16,1.0,0.0,0.0004802227020263672,1.2279582983796304e-05
interval,minkowski_p1,1,0.01,3.2630753939738546,0.34160517763083054,0.9140510473607575,1.1102230246251565e-16,1.0,0.0,0.006702105204264323,0.00016642435819432279
interval,minkowski_p1,1,0.05,3.350105687746838,0.33333115906274785,0.9140510473607575,1.1102230246251565e-16,1.0,0.0,0.00487820307413737,0.00018223369686604947
interval,minkowski_p1,1,0.1,3.366600865441591,0.40961271747760114,0.9140510473607575,1.1102230246251565e-16,1.0,0.0,0.003845500946044922,0.00011965997696484136
interval,minkowski_p1,1,0.15,3.34743139964402,0.4697890382330098,0.9140510473607575,1.1102230246251565e-16,1.0,0.0,0.003483438491821289,0.0013772056496876796
interval,minkowski_p1,1,0.25,16.057415408482054,0.9320387689103998,0.6026355279155926,0.07029009506331754,0.4895863261940305,0.05362608349275534,0.002068154017130534,0.0001313856373114389
kmeans,minkowski_p1,1,,2.1386128567958034,4.440892098500626e-16,0.9140510473607575,1.1102230246251565e-16,1.0,0.0,0.06631967226664225,0.039539873966302576
farthest,minkowski_p2,2,,3.498190392776884,0.19259279770905274,0.9140510473607575,1.1102230246251565e-16,1.0,0.0,0.0004932085673014323,1.994784609667204e-05
interval,minkowski_p2,2,0.01,2.5624459968474738,0.22289349026914576,0.9140510473607575,1.1102230246251565e-16,1.0,0.0,0.006843423843383789,0.0002709475113860065
interval,minkowski_p2,2,0.05,2.714215788691449,0.2101396373714726,0.9140510473607575,1.1102230246251565e-16,1.0,0.0,0.005068540573120117,0.000677543766807176
interval,minkowski_p2,2,0.1,2.7241849972605965,0.18778649622803611,0.9140510473607575,1.1102230246251565e-16,1.0,0.0,0.004046805699666341,0.0006566790462012916
interval,minkowski_p2,2,0.15,2.7168867703994763,0.2637980186104552,0.9140510473607575,1.1102230246251565e-16,1.0,0.0,0.0029390494028727213,8.084714918309011e-05
interval,minkowski_p2,2,0.25,11.15435311594003,2.077102612747054,0.6434116774459827,0.09849405764541543,0.5385041200355655,0.13333970541010595,0.002043485641479492,0.0001248445828454542
kmeans,minkowski_p2,2,,2.1386128567958034,4.440892098500626e-16,0.9140510473607575,1.1102230246251565e-16,1.0,0.0,0.005952644348144531,0.007119011621605985
farthest,mahalanobis,,,6.205500247085679,3.980251690760662,0.7083355648862762,0.2975632588814735,0.8318901842799769,0.2432717325463445,0.0004916508992513021,7.169421060694605e-06
interval,mahalanobis,,0.01,8.397908719537835,4.305285148313903,0.6432332458556425,0.2615820392165953,0.7082061059718213,0.25937763186484586,0.0054623126983642575,0.0001934266838649943
interval,mahalanobis,,0.05,9.020351775773115,4.246861253041923,0.5552146928349223,0.281895994506756,0.6476384217858707,0.256185261599797,0.004189189275105794,0.00020561246399121997
interval,mahalanobis,,0.1,11.245983370663662,3.3037364910221,0.602484576979595,0.20657338977120793,0.5601576745474552,0.20195071161759687,0.0037213484446207683,0.0005864335599092211
interval,mahalanobis,,0.15,10.425661693732687,3.59654930328121,0.5986922924914979,0.232034963127454,0.5617340870878176,0.25501217061454834,0.0028690497080485025,0.00012930172238379882
interval,mahalanobis,,0.25,11.193695516138074,3.103772680856671,0.5814979967070093,0.2522503939190485,0.5489926665029569,0.27431307761658474,0.0019819259643554686,9.86168798678124e-05
kmeans,mahalanobis,,,2.1386128567958034,4.440892098500626e-16,0.9140510473607575,1.1102230246251565e-16,1.0,0.0,0.00315548578898112,0.0014927348522034596
