algorithm,metric,p,width_frac,radius_mean,radius_std,silhouette_mean,silhouette_std,ari_mean,ari_std,time_mean,time_std
farthest,minkowski_p1,1,,8.273324763141623,0.13117554901305237,0.8482397949989582,2.220446049250313e-16,1.0,0.0,0.00046952565511067707,1.333743071847417e-05
interval,minkowski_p1,1,0.01,5.882269308070751,0.7083481090496839,0.8482397949989582,2.220446049250313e-16,1.0,0.0,0.007105016708374023,0.00016070902101629906
interval,minkowski_p1,1,0.05,6.315873939385716,0.7568860849693653,0.8482397949989582,2.220446049250313e-16,1.0,0.0,0.005122025807698567,0.0002575729482483283
interval,minkowski_p1,1,0.1,6.331535074764598,0.655973752433982,0.8482397949989582,2.220446049250313e-16,1.0,0.0,0.004002777735392252,0.0001086162013560031
interval,minkowski_p1,1,0.15,6.156328785515448,0.7604132216142239,0.8482397949989582,2.220446049250313e-16,1.0,0.0,0.0028645674387613933,4.5123667972467664e-05
interval,minkowski_p1,1,0.25,15.517282798783027,0.5517705530363649,0.47355465323751944,0.08689879358971235,0.4795158778827279,0.14935035215503545,0.0018573760986328124,0.0001100560339065593
kmeans,minkowski_p1,1,,3.4216666174628125,4.440892098500626e-16,0.8482397949989582,2.220446049250313e-16,1.0,0.0,0.09383471806844075,0.006385551565312659
farthest,minkowski_p2,2,,6.157854891808881,0.15319484759348712,0.8481016810901186,0.0005167749272258522,0.9997774988402739,0.0008325231078548471,0.000493160883585612,9.439636267173328e-06
interval,minkowski_p2,2,0.01,4.433624039724075,0.2963622765034234,0.8482397949989582,2.220446049250313e-16,1.0,0.0,0.007883056004842123,0.00021191120190027657
interval,minkowski_p2,2,0.05,4.742677207849548,0.38687880838535316,0.8482397949989582,2.220446049250313e-16,1.0,0.0,0.005703624089558919,0.0003081988870107927
interval,minkowski_p2,2,0.1,4.87650928575737,0.45604306407478656,0.8482397949989582,2.220446049250313e-16,1.0,0.0,0.0045058886210123696,0.00010694974752436792
interval,minkowski_p2,2,0.15,4.970097944237395,0.48276656993436107,0.8482397949989582,2.220446049250313e-16,1.0,0.0,0.003301080067952474,0.000101735323169818
interval,minkowski_p2,2,0.25,4.993234856640571,0.6678622081471174,0.8482397949989582,2.220446049250313e-16,1.0,0.0,0.002226559321085612,0.00010169316321872179
kmeans,minkowski_p2,2,,3.4216666174628125,4.440892098500626e-16,0.8482397949989582,2.220446049250313e-16,1.0,0.0,0.08766764005025228,0.012409217682214608
farthest,mahalanobis,,,6.142050966077572,0.08166850790290957,0.8482397949989582,2.220446049250313e-16,1.0,0.0,0.0004761854807535807,3.710092038375973e-05
interval,mahalanobis,,0.01,4.486382054301173,0.39338633941394513,0.8482397949989582,2.220446049250313e-16,1.0,0.0,0.007465918858846028,0.0002059688094448978
interval,mahalanobis,,0.05,4.637585045116186,0.5058608275463082,0.8482397949989582,2.220446049250313e-16,1.0,0.0,0.005362351735432942,0.0001517244503027465
interval,mahalanobis,,0.1,4.7680011251189685,0.497516151253627,0.8482397949989582,2.220446049250313e-16,1.0,0.0,0.004301643371582032,0.00013278468856298375
interval,mahalanobis,,0.15,4.7861677875790924,0.5971413904124534,0.8482397949989582,2.220446049250313e-16,1.0,0.0,0.0031263033548990884,6.835992817380535e-05
interval,mahalanobis,,0.25,4.912193693732606,0.5558487446013206,0.8482397949989582,2.220446049250313e-16,1.0,0.0,0.0021179835001627605,7.754115402325778e-05
kmeans,mahalanobis,,,3.8144140952115646,1.469526501255452,0.8250492084154308,0.08677122959387587,0.9752574751255766,0.09257805096382463,0.05650332768758138,0.038689598818868236
