x1,x2,label
-1.0988093142469926,-3.060660813814621,0
-3.708406766910463,-4.513714392612827,0
-4.803139676255945,-4.5841359430054895,0
-2.7328733489885164,-2.4912749767700664,0
-4.581190702032133,-2.1049616859238847,0
-3.4830610516834395,-2.853206988014451,0
-1.3877793717445757,-2.103160684134468,0
-3.2685306479058323,-3.8911922254152875,0
-5.151815401329305,-3.71915331924242,0
-3.2111302388276943,-3.987179527151184,0
-3.1312569670923045,-2.9231481170412317,0
-3.2248559818080786,-3.6500025808234597,0
-2.8313453280332723,-2.558059350430591,0
-4.0903990774428465,-1.58906762025373,0
-3.0985881322842617,-2.9811503770551524,0
-2.2917855767434427,-2.7667838687364985,0
-2.046863366086755,-2.712875834798176,0
-3.6124373746404377,-2.6384964747938984,0
-4.143726207320662,-2.891440294223477,0
-3.0332299906444606,-3.2081168572725396,0
-3.128537511438931,-4.881849045497639,0
-3.5487249077409615,-2.9071550988588855,0
-2.8401436080025997,-4.027675140925958,0
-1.7342921591352993,-3.866174848214501,0
-2.030542799473263,-2.5728056381283153,0
-3.646227309843803,-1.224689107390488,0
-4.19363683175648,-2.0808458263899983,0
-1.9994176819570217,-3.670620209076645,0
-1.6075346999356712,-3.250046514598953,0
-2.711306370720143,-2.7396781612287793,0
-3.134308741470548,-2.189191726840218,0
-2.206511279447787,-4.7485319732381805,0
-1.6956597571218475,-4.662491988035674,0
-1.9674537956583427,-1.8732948631724167,0
-4.0909664302151985,-3.410814287954585,0
-4.105704668485936,-3.2149210302887354,0
-3.3080342841857413,-2.22033946773066,0
-1.6896912538803917,-1.604316189210044,0
-3.562168026578302,-3.2092218737445277,0
-4.68343819222095,-3.8058700664961886,0
-2.0351483669025425,-1.3844171764517683,0
-4.234348871879922,-3.5924642591528944,0
-3.026405756958927,-2.719838841180393,0
-3.8096035199216463,-2.5759389555359102,0
-3.473839347070916,-3.0144522708782793,0
-2.4537157519963007,-2.9935777301890623,0
-3.4363858905265685,-3.1096098039258306,0
-3.088362959205335,-3.3700110298821278,0
-3.2587960626671024,-1.401352829495283,0
-2.439080552058761,-3.2954803180291603,0
-2.303045595489264,-3.33381948975601,0
-1.8268753624133587,-2.6303578078019063,0
-3.1073021440042288,-2.5522830741897224,0
-4.570876152068499,-4.126767468909805,0
-4.193925006399056,-2.857056905236293,0
-1.267485000514908,-0.7686998538073677,0
-2.361948898559243,-2.499155525055543,0
-4.801057734152739,-3.542673799734022,0
-3.787783751908239,-3.620847598251116,0
-3.1681438185847894,-3.472090577697127,0
-4.979299810375788,-2.252089743882466,0
-4.072743025739807,-2.7607531358888506,0
-0.9259173302500265,-3.9193845915864234,0
-5.530287522746329,-3.286004221880111,0
-1.899040365001429,-1.0416525457794061,0
-4.229549594452417,-2.5033007767634783,0
-3.4653104567800534,-3.1059483543041355,0
-0.3556566529829652,-4.502970328395153,0
-2.7462603385054267,-2.532306828234567,0
-1.9142136750606529,-2.9020168465291047,0
-2.6919494604958976,-3.3916485674217913,0
-2.730873058754893,-3.3431922754974104,0
-2.378428110143949,-3.369610336043634,0
-2.6228996060978136,-3.029262813684978,0
-1.8739497492278319,-3.051393723588486,0
-4.773032468206882,-1.7380784992860083,0
-3.905732300862619,-3.6537663386488197,0
-3.595661294043492,-1.6255619068291827,0
-5.135674213978696,0.13774853365999373,0
-1.9439431909339482,-2.7767610858708403,0
-3.0548940006162866,-2.714445925142343,0
-2.4788775716206617,-2.354784414049943,0
-2.4443955339965515,-2.910419318744751,0
-3.197338420307326,-3.1512732836535116,0
-3.194908280352681,-1.8662299031329355,0
-2.4064432777191382,-5.940388634664281,0
-2.344099223470239,-2.8052638052812253,0
-3.018708756445897,-3.388518453088886,0
-1.8758872800139865,-2.052473537877142,0
-3.772877667823609,-2.592947712875465,0
-3.971656734541286,-4.379618164788931,0
-3.626717224589965,-2.1376065276172413,0
-2.046874954623913,-2.486914579902707,0
-2.274904213152003,-2.4838217128850415,0
-3.6414815952229524,-2.5680774553260592,0
-2.1995904747723176,-2.245708670186426,0
-1.811086628525357,-2.291696152798936,0
-2.648551792458417,-1.9298497616835726,0
-3.0265212592490602,-3.881874651227718,0
-3.163066963943764,-3.744902644806449,0
-3.6751782749743818,-3.144518670715518,0
-3.7924199209999614,-3.3079615296390403,0
-4.893614666953786,-2.7867062926270614,0
-2.9987945246377756,-3.8170886310681906,0
-2.340754331567595,-2.062429862373442,0
-4.607559864368974,-3.762724778566214,0
-3.7691423497872982,-3.9399031011088645,0
-2.1705251580682514,-3.1938261387728035,0
-3.2645148413106106,-5.0038623644067535,0
-2.3645819697907737,-4.239258394853472,0
-2.9400673697336717,-2.722623062041808,0
-1.639341404161349,-4.308820399119112,0
-6.019512155820825,-2.816150455246305,0
-1.1994888184891463,-1.7610536470605627,0
-2.7903405847253744,-3.4916361856320473,0
-2.1928774033626897,-3.9735461997044688,0
-2.5236422306437807,-2.494529840833373,0
-1.9397900925011202,-0.2403399610889223,0
-2.607584032821233,-3.5089636257074988,0
-3.0255743121919942,-4.769075904889118,0
-3.694713131089058,-3.409282438113104,0
-3.5240883979345927,-2.847645127966278,0
-3.822419932382201,-1.8789693326755286,0
