x1,x2,label
-4.427098125594508,-4.2455341061129745,0
0.550378695870466,-2.998817322873269,0
-1.645311099223589,-4.369877912723011,0
-4.350744925288158,-1.12594733736138,0
-5.337534567093577,-3.7191713420140418,0
-2.9410627951728623,-2.8070969950418903,0
-3.3101986689423963,-2.31442002850107,0
-1.7999386286070147,-1.7275704461167498,0
-4.707462282907584,-3.4921710668423867,0
-0.9306100202327472,-1.4504256162734497,0
-5.377862321616343,-2.3912189547507405,0
-6.426386640732783,-2.9187063649831706,0
0.28702889393244835,-4.641798346434405,0
-4.44508990471702,-1.6766615998200558,0
-5.672210610337355,-4.095963860505651,0
-1.9669336459842255,-4.0986153147199405,0
-3.408712006910781,-1.7110325394676258,0
-2.269860765583002,-2.5378569812223164,0
-3.5873770176742688,-2.3590353464485663,0
-3.214311288489445,-2.2070574236184823,0
-3.8607115154124316,-3.316218739511106,0
-4.714657194048819,-3.0606349591823574,0
-4.404694700787397,-4.929585053672321,0
-2.5519857499703824,-2.6315238994237173,0
-1.6440229151578618,-3.7467313909461426,0
-2.293231737105618,-2.0459906201364246,0
-2.2296291669598016,-4.430074128069668,0
-2.7412948599108877,-2.3692905061501537,0
-2.9875665305949926,-6.613885313156057,0
-2.7220238171903084,0.8322161735592006,0
-3.62360630620704,-4.261066525312714,0
-2.353341325647196,-2.4589450682944536,0
-0.9341220935247012,-5.1786915552571635,0
-1.7332122428875552,-1.9773589920029215,0
-3.246205024100992,-2.4133763574804,0
-1.2169273376397427,-1.4891054415669707,0
-4.979767522544124,-1.5794443502959372,0
-3.112043950587078,-2.873778359681373,0
-2.8732190926239034,-3.260228490079588,0
-0.9359020672498226,-3.1450037599648466,0
-4.939110775776677,-3.6816137048348327,0
-2.6904916714401237,-0.8709375401826907,0
-1.9554093638938752,-4.473170316419638,0
1.3044752021457047,-2.5413957087962897,0
-0.7909584422829403,-3.2627771071972944,0
-2.0761946894836,-1.5459978988202594,0
-0.8900248657299055,-1.1685843727719103,0
-1.4893104816644467,-3.5457462272189937,0
-3.9902931936943054,-2.4239068931395,0
-1.3837747687364612,-3.3857635696424286,0
-1.1550680365846684,-0.48399399289258893,0
-4.587114387873372,-4.44958918088146,0
-3.2431367341395165,-2.467199229644485,0
-3.908576719819215,-0.6579162580713636,0
-2.2654946500437676,-2.931675708238419,0
-5.4870682504123245,-5.279059847455166,0
-2.5132777011150726,-6.693763976499339,0
-1.2460605568515295,-3.2739304938652,0
2.617201797007506,0.9974282056809693,0
-3.3142790069227823,-3.184181091108818,0
-1.275602234672139,-0.05001850556227039,0
-5.83714955175334,-6.094093067388814,0
-4.077395887296416,-1.9906688984629726,0
-2.1393896963016688,-1.1471014874810896,0
-5.077937072843518,-7.011678848300941,0
-1.5138758201213587,-4.434478023414969,0
-6.496123535582319,-2.7487422216620865,0
-1.62617940867684,-3.2114091542601995,0
-3.7930166670314875,-3.2760234828842965,0
-3.6418681728873814,-5.334886088876859,0
-4.237863243735149,-2.097116719551395,0
-2.4428364226312547,-2.7089118773553,0
-4.723647731645088,-3.3143726985533872,0
-6.770787271821321,-2.6908693501851118,0
-0.5251458532804958,-5.553271749766759,0
-4.014856499746971,-2.4299703381587285,0
-0.8300129032831571,-3.776347808634924,0
-4.199012741844816,-6.410274918862829,0
-2.8208399045984804,0.5369794544480269,0
-2.5196010519680216,-3.0385883238869607,0
-2.442137073532393,-3.0192119143967333,0
-4.4081822000382616,-1.5740373571951933,0
-2.608969571576306,-2.9694929527643947,0
-4.6893835152225405,-0.7422580338199634,0
-1.8487010731525373,-3.957686982883695,0
-1.2647884531376286,-3.861817972447821,0
-4.354469780725424,-4.315844398144325,0
-6.067580717636071,-2.183264639193696,0
-6.171635965301553,-5.12772712999687,0
-6.595023887304752,-3.1490770809056716,0
-3.260362674608021,-3.5658544398791356,0
-4.80579753800747,-5.030368419299428,0
-2.1956878028335067,-3.9535839179242913,0
-2.452051313702186,-4.533295701700747,0
-2.686390130162711,-0.7426562229799307,0
-1.9847310520604224,-3.714321686894419,0
-2.5545183156891325,-3.41684430989876,0
-2.986351119735704,-3.5639748858271676,0
-3.2846369260657893,-2.6326435365278837,0
-4.720547737816487,-4.759553742680115,0
-5.405026251707101,-5.77175085888479,0
