feature_0,feature_1,label
-5.304591651029255,4.939083530003264,1
-6.063244923271359,5.741644846613835,1
-3.683140985424811,4.910928996495354,1
-5.484701983998368,5.398122227912526,1
-5.901714444814685,5.864464775920099,1
2.6572650797595068,0.22159117274879953,0
0.989168852624608,1.9422430776712232,0
-4.794107670338585,4.9545911787572985,1
-6.753725512765496,8.787836206288507,2
2.4375754806517897,0.6663638013802976,0
-6.394405190456964,6.273436896001333,1
0.32879384087798685,3.396297542028807,0
-5.835139665853009,7.978959260063662,2
-5.394728990874357,4.940382382798777,1
-4.9870530259120684,4.997268031396532,1
-4.518011658201004,6.432212826589015,2
-5.43302124669972,7.582730889895913,2
-4.866944838527473,3.7505080934969035,1
-3.6794209068045975,3.3080687609700927,1
-4.951714351267269,7.034333542918902,2
2.541581261768126,0.6882936192287444,0
2.597583368174343,0.6774063477138804,0
-4.13295779095915,5.025298669418381,1
-6.28878340029618,7.598053034283625,2
-6.467376044751486,8.343033636429015,2
-4.815365973285929,5.426821021501833,1
-5.750295309512436,6.031175493764236,1
-6.178111580693173,5.742904467481375,1
-6.328139378072347,7.775656282082731,2
-5.167112152370487,6.532390510458234,2
2.4252838655743263,1.3363442685433633,0
-3.8982160893728253,4.421580654730537,1
2.6954981082239446,0.33028581880256025,0
1.1249547823306896,2.141851100699498,0
-4.862088204145102,4.09734648668111,1
-5.188268502403573,7.5216040807436295,2
-6.6910677901797815,7.488992160638707,1
-3.7452611101285798,3.8393752921309883,1
-4.545660418226975,6.679745176596212,2
-4.387507236723888,4.647902188894249,1
-5.444895227771619,5.840278246037919,1
2.6136151015585942,1.280922338844764,0
-5.2052706105275055,4.683517968989119,1
-4.774427116791993,6.145851588924109,2
-4.883217700634858,6.282997805711605,1
-5.551576489057801,7.78157805509905,2
-5.221346939754614,5.798703269606239,1
-5.736885552031743,6.132469522712858,1
2.7550934179378817,0.9189622730701407,0
1.6897714588878538,2.4211774441578053,0
3.5649600375421375,-0.6888723083520131,0
-5.718803288002293,5.444851398916941,1
-4.468922995479115,3.8855944797227533,1
3.007354382547357,0.37793461534662576,0
-4.926803722955591,5.315254783999545,1
2.8792039535474343,0.7744962861284824,0
-5.401707231608027,5.028966693504697,1
-4.922649486402431,4.24038208233137,1
-3.877253336241845,4.930026426288073,1
-6.865159964759896,8.772767832934619,2
2.7619679134571773,0.5482214313093777,0
1.6898362671006806,0.3564535056194563,0
2.7847945552039026,0.4299100916033817,0
-4.487964467059346,4.900008087057282,1
-5.362515638484527,5.368100175268281,1
3.12634911474439,0.09527215333814455,0
1.996869336409118,2.1430462178548733,0
2.627901575777058,0.5849871755636268,0
1.1652846537113501,1.9686645479646512,0
-6.631166978401144,8.623899865078396,2
-5.6604481165486975,6.406491540040093,1
-4.180942823474955,4.681370936980778,1
-5.732681697922781,6.055274591326465,1
-5.208308983544001,4.757688108765431,1
-4.935128214016622,4.583682832464148,1
1.0458078295559143,2.5817178730360406,0
2.083804197541368,1.5441335018349232,0
1.5154866712965112,1.0142552871663666,0
-5.557595722532105,7.805996720583579,2
2.6245686372915387,0.6422448516541392,0
-6.40684586053098,7.782011500616879,2
-5.3829813019731425,8.031880629823432,2
2.447580305145991,1.3635597146895213,0
-5.501560018896231,8.434187531415576,2
-3.6897747389161206,4.345340995938456,1
2.976545892893318,0.6531727851822902,0
-6.024134940641362,6.162763013438528,1
-6.410492827532772,8.509013584210157,2
-4.370686754668659,4.8665429459111715,1
-5.090930399954408,6.3362964266988975,2
-5.957268065949901,7.941746104422602,2
-4.291952333257067,4.335949229481875,1
3.7704292275050877,0.23970626991610453,0
-5.772972081689308,6.138798837682948,1
-5.886336472775137,6.707172427480689,2
1.8349606611688976,1.2353668782793974,0
-4.183566360662067,4.2801143219564555,1
-4.668999381899288,3.6787934323313136,1
-6.155287970488012,8.3349946981401,2
-5.7438544966543095,5.6090948114421115,1
-6.080132509425565,7.523785783492534,2
-6.308195488108479,6.073902471256045,1
-5.706519263213963,8.178575925157096,2
1.7288614996837348,2.3590589082586866,0
2.7141285238024575,0.601575370930358,0
2.207651675066106,1.3236830758344853,0
-5.3484281514327146,5.490275127303933,1
-4.884280555596285,6.361086678394093,1
-4.829845891206822,6.919361249812267,2
-5.482564045339936,6.122315542065267,2
-4.982304865749535,6.39779489508088,2
-5.784866683714337,5.529420776046173,1
-5.157441000277547,7.2542185414996,2
3.0718088970037165,-0.25720109790188744,0
1.9045119061367326,1.5421098293124522,0
-5.738192288232192,7.609431003487228,2
-6.223192316668957,8.504904093427685,2
-5.696386227062437,7.5589038000657585,2
2.4713764588639835,1.1213022652344586,0
1.4364437262422578,2.0365462989552556,0
-5.725440206403289,7.756107328782455,2
-7.0983927961848465,8.980094081056032,2
-5.055547569228648,6.491782305980795,2
-4.696229877762041,3.5161947914671883,1
-4.651649788853688,7.590665251743641,2
-6.118821028993759,6.94599469417763,2
-7.0395756732802255,8.534737870609975,2
-5.025347493108193,7.512427246391495,2
2.427124677090871,0.854271679279299,0
-3.863788946453549,3.814089392823447,1
2.6285861775636605,0.36923949361931446,0
-6.203302958687533,8.727019567509833,2
1.3933828145914564,1.1980164966201132,0
2.2702774312811416,0.5177712019187111,0
-5.7010982613931365,8.73073851487374,2
-5.436954003143221,6.670103439440168,2
-5.9074280298146995,7.6398067489330375,2
-6.853422886663118,6.553702394529041,1
-5.833601220112384,5.562269054775307,1
-5.069838761983691,5.144779863567052,1
1.803392149704578,1.2076394304952724,0
-5.52922027903068,6.793544393233504,2
-5.269439465565504,7.595162477048735,2
-3.985312600742364,4.666269479748984,1
3.173710818154404,0.5168189124608036,0
1.2630724784034961,1.660911619968433,0
1.7314647373051466,1.6344820166261793,0
-6.264599195495401,7.422209866297411,2
-5.138296970552862,6.964742403115357,2
-5.522497370130995,7.304759010390047,2
-4.645364388729591,4.749192029841585,1
-4.881499201666388,6.448178605842579,2
1.928318982383728,1.7265438085575522,0
-5.052208600050003,6.716433508636028,2
-3.6463358329202733,4.235922606776006,1
-6.376164029359919,8.773651496113219,2
-4.6192978879188935,4.295924485353756,1
-4.596149587200272,4.398190333300521,1
2.5931930116516977,-0.05554279153017027,0
-5.984915150906759,7.289853491394923,2
-4.135468223173448,4.808122838749776,1
-5.242149672201911,4.61151375572592,1
-5.502022597453634,6.901749786631665,2
2.260295623290417,2.2827417509172414,0
-5.140484961028001,7.638327605916917,2
-7.025710601024535,9.242840806378084,2
-5.475062588584959,7.413547316335746,2
2.7928970977171206,0.957722011720713,0
-5.792915296559786,5.594581094948164,1
1.7965548907330913,1.4422969165405193,0
-3.620472019003164,2.4280451063945057,1
-5.837909274974546,7.768860941317776,2
-6.439719694680505,9.078576556998506,2
1.9465583557734596,1.1397136966577526,0
0.6194880274201954,1.775923324939058,0
2.146486598745566,0.6453198448262382,0
-6.480917332396604,8.317980987037187,2
-5.259122074208635,7.341822230962607,2
-5.122350677652846,5.231586121767734,1
1.765271322728989,1.7538036392266447,0
-6.166621338938123,5.807086143774408,1
3.170084144574862,0.4422850920192294,0
1.3238001871682854,0.6005418229511782,0
-6.4057140812034135,9.454238120628533,2
-5.718796768353694,8.0597641305139,2
-7.141567732416712,9.720535667247823,2
-5.656745062276246,7.08797619909154,2
4.661113689570039,-1.2660058364874716,0
1.5445520839587241,1.1590615502525234,0
-4.661731560594678,6.274034181743461,2
2.3125786402788067,1.3769829626565029,0
2.101874866848854,1.4273985049435842,0
-6.096254037271748,6.130152206568028,1
-6.286546572998163,6.050036194541577,1
-5.398779822736642,7.6697494381114435,2
-5.593453300963189,5.749385816508622,1
-5.844252109921189,8.20416302684637,2
-5.555872995925224,6.127458383972731,1
3.173088919867129,-0.22341520454865194,0
-5.262984424691806,8.136921560888819,2
