feature_0,feature_1,label
-6.737983255378199,-7.009562080127985,2
-6.508579505146616,-6.730463303072701,2
4.919042292488963,2.0111723796469376,1
-2.7388780728228723,8.589363943465926,0
-2.638993298734553,8.262714651639268,0
-6.851120628702728,-6.745813453844318,2
4.829977761731083,2.2784625565826437,1
5.098042673579342,2.1464139218897285,1
4.7518359032604325,2.655239898927654,1
5.24313331948228,1.564701848447114,1
-2.340396292015149,8.808347645137088,0
-5.929031848274766,-6.910440000183257,2
-2.409667775266015,8.714177689618925,0
5.0990371392292575,1.1879193821291434,1
4.946265788759386,1.4464619023539038,1
5.246427686217693,2.0440281407606844,1
-2.900824269220869,8.853255370095484,0
-2.2356489324677313,8.913189801981375,0
-2.0216377563438748,8.940757437447251,0
-2.345733936170669,8.90473586379389,0
4.622536392534711,2.0902770502089925,1
-6.677762145982966,-6.892207396471405,2
-7.0336443332441405,-6.490279327141277,2
-7.940554640655567,-7.184020586823163,2
4.328308573015719,1.6954311243606046,1
-2.4813351669084027,9.561381887433797,0
-2.859060377049043,9.121276083565432,0
-2.8476586232057297,9.320124272618756,0
4.7298259118048405,2.6691708271130317,1
4.773403969162731,2.4179850817524504,1
-6.661158106278095,-6.2847864558827755,2
-7.590532524522192,-6.129442767298203,2
4.627365356855529,2.3820528335408757,1
-2.2482268402443015,9.162778464814915,0
-3.0846944117639015,9.202135137371158,0
-6.732848225067955,-7.558400495587649,2
-7.169888916053631,-6.585820391065642,2
4.362279072881503,2.913748218661027,1
-6.624025891388779,-6.193280320694468,2
-6.857825967965043,-6.03258407306057,2
-1.5681853748152332,9.68699615127581,0
4.314169834420877,1.7312267669135712,1
-2.753000735088997,8.798007034288512,0
-7.04701485720454,-7.081933824896945,2
-1.5847195755800776,9.5775686429722,0
-5.557455517642753,-7.631594757473524,2
-2.8345189076136634,8.770723436315974,0
-2.4595314703381375,9.389979689884216,0
-7.817213425974142,-6.822596553702238,2
4.6047959804987775,1.1426892171827363,1
-7.214163560481229,-6.360157249577909,2
-2.059397685336125,9.167935888636626,0
4.844005214085337,1.1218778818218118,1
-7.266066025063075,-6.676583449713679,2
-2.1533901840083054,8.451965082279386,0
-7.947464298140618,-5.311235326445949,2
-3.0403494799158026,9.251082343515913,0
-2.0803678114517403,8.934316863216608,0
-2.9916593533428024,9.35731185819754,0
5.476165029646953,2.1826791886237547,1
4.339195014252494,2.1330606510120003,1
-2.8400908554369444,9.440502795596434,0
-6.8932794609062364,-7.346743572812545,2
-6.55167680288639,-6.782741495916559,2
