algorithm,metric,p,width_frac,radius_mean,radius_std,silhouette_mean,silhouette_std,ari_mean,ari_std,time_mean,time_std
farthest,minkowski_p1,1,,0.7234864793299073,0.16604975893572135,,,1.0,0.0,0.00041179656982421876,2.0348752201896137e-05
interval,minkowski_p1,1,0.01,0.6335136133199138,0.06905364412150815,,,1.0,0.0,0.0032735347747802736,0.0010494987048863505
interval,minkowski_p1,1,0.05,0.6445535832259001,0.08773655807217676,,,1.0,0.0,0.0021150747934977213,8.212498450758627e-05
interval,minkowski_p1,1,0.1,0.707433929445697,0.14924943912390343,,,1.0,0.0,0.0017977396647135416,5.354355923780623e-05
interval,minkowski_p1,1,0.15,0.6852752350392396,0.07428094677149359,,,1.0,0.0,0.001490306854248047,5.075282920998834e-05
interval,minkowski_p1,1,0.25,0.8143719812986402,0.12159204712939355,,,1.0,0.0,0.001184225082397461,3.9674838334244865e-05
kmeans,minkowski_p1,1,,0.5104764107524701,1.1102230246251565e-16,,,1.0,0.0,0.001024484634399414,8.414475896974866e-05
farthest,minkowski_p2,2,,0.7699502113784856,0.12657327507099328,,,1.0,0.0,0.00018362998962402345,1.8077935801331746e-06
interval,minkowski_p2,2,0.01,0.6524668442262597,0.09717288643024463,,,1.0,0.0,0.0024703184763590494,0.00019099532595587198
interval,minkowski_p2,2,0.05,0.6449240748080125,0.07159934553603613,,,1.0,0.0,0.0018871784210205077,5.5800325564127856e-05
interval,minkowski_p2,2,0.1,0.6863841668113316,0.11303261508669317,,,1.0,0.0,0.0015917936960856119,6.168344459374681e-05
interval,minkowski_p2,2,0.15,0.6328326046178265,0.15056356082939396,,,1.0,0.0,0.0013441880544026693,4.947243668445514e-05
interval,minkowski_p2,2,0.25,0.7661178211358088,0.1537116636307262,,,1.0,0.0,0.0010949134826660155,3.712137718618754e-05
kmeans,minkowski_p2,2,,0.5104764107524701,1.1102230246251565e-16,,,1.0,0.0,0.0008232275644938151,7.09859234691332e-05
farthest,mahalanobis,,,0.779790849871984,0.12311477379802734,,,1.0,0.0,0.00018332799275716145,2.9348628759490536e-06
interval,mahalanobis,,0.01,0.636496337106672,0.10223030616378324,,,1.0,0.0,0.0025498708089192706,0.0002477041749536504
interval,mahalanobis,,0.05,0.630509137486314,0.09577314344296081,,,1.0,0.0,0.0018979549407958985,6.0631102530026484e-05
interval,mahalanobis,,0.1,0.6785669296778071,0.12453067528029461,,,1.0,0.0,0.0015807310740152995,3.730301961492381e-05
interval,mahalanobis,,0.15,0.7769735197488955,0.141303445376718,,,1.0,0.0,0.0013496875762939453,3.7577975083021606e-05
interval,mahalanobis,,0.25,0.7806619839880805,0.1336466930619839,,,1.0,0.0,0.001112079620361328,7.340462663789724e-05
kmeans,mahalanobis,,,0.5104764107524701,1.1102230246251565e-16,,,1.0,0.0,0.0008080482482910156,4.797869676616205e-05
